2430;Gabriela Klaumann;gabrielaklaumann@r7.com;null;null\/null\/null 
1288;Augusta Texeira;augustatexeira@mail.ru;null;null\/null\/null 
235;Mohsen Roling;mohsenroling@gmail.com;null;null\/null\/null 
864;Olivier Dama;olivierdama@tutanota.com;null;null\/null\/null 
98;Anat Faller;anatfaller@terra.com.br;null;null\/null\/null 
1800;Brigite Orsi;brigiteorsi@yahoo.com;null;null\/null\/null 
408;Odilson Trocat;odilsontrocat@zoho.com;null;null\/null\/null 
416;Adelinda Sampaulo;adelindasampaulo@r7.com;null;null\/null\/null 
318;Kédma Fonseca;kédmafonseca@hotmail.com;null;null\/null\/null 
432;Ivana Falqueto;ivanafalqueto@terra.com.br;null;null\/null\/null 
2640;Pia Bayer;piabayer@ig.com.br;null;null\/null\/null 
168;Brad Denk;braddenk@live.com;null;null\/null\/null 
3192;Zarifa Stupp;zarifastupp@zoho.com;null;null\/null\/null 
522;Wesley Silveira;wesleysilveira@gawab.com;null;null\/null\/null 
1239;Isis Althoff;isisalthoff@mail.yandex.com;null;null\/null\/null 
960;Joaquim Espindola;joaquimespindola@live.com;null;null\/null\/null 
488;Gian Jame;gianjame@mail.ru;null;null\/null\/null 
248;Zilda Faust;zildafaust@live.com;null;null\/null\/null 
189;Constantino Starosky;constantinostarosky@gawab.com;null;null\/null\/null 
2560;Mantovaine Hermesmeyer;mantovainehermesmeyer@hotmail.com;null;null\/null\/null 
1820;Anastácia Mandel;anastáciamandel@mail.aol.com;null;null\/null\/null 
3234;Zeus Felisberto;zeusfelisberto@gmail.com;null;null\/null\/null 
603;Camila Schlickmann;camilaschlickmann@zoho.com;null;null\/null\/null 
3672;Patricia Outeiro;patriciaouteiro@mail.ru;null;null\/null\/null 
1725;Peter Allein;peterallein@gawab.com;null;null\/null\/null 
1960;Maristela SobrenomedamÃe;maristelasobrenomedamÃe@ig.com.br;null;null\/null\/null 
426;Cristian Shcerer;cristianshcerer@gawab.com;null;null\/null\/null 
4032;Firmo Felber;firmofelber@mail.ru;null;null\/null\/null 
3066;Alba Barros;albabarros@hotmail.com;null;null\/null\/null 
370;Aida Kraus;aidakraus@gmail.com;null;null\/null\/null 
900;Chris Silva;chrissilva@globo.com;null;null\/null\/null 
912;Marino Saraiva;marinosaraiva@ig.com.br;null;null\/null\/null 
5544;Clarissa Barra;clarissabarra@zoho.com;null;null\/null\/null 
1560;Murilo Dorneles;murilodorneles@tutanota.com;null;null\/null\/null 
2370;Renato Jansen;renatojansen@tutanota.com;null;null\/null\/null 
1440;Nair Freiberger;nairfreiberger@mail.aol.com;null;null\/null\/null 
4536;Nancy Holanda;nancyholanda@hotmail.com;null;null\/null\/null 
2870;Jurema Roncalio;juremaroncalio@live.com;null;null\/null\/null 
2988;Eleonora Jochen;eleonorajochen@lockbin.com;null;null\/null\/null 
2016;Karen JÖncke;karenjÖncke@mail.aol.com;null;null\/null\/null 
2295;Kamilla Kaal;kamillakaal@live.com;null;null\/null\/null 
1548;Simone MommjÚnior;simonemommjÚnior@outlook.com;null;null\/null\/null 
1044;Amâncio Sobrenome;amânciosobrenome@tutanota.com;null;null\/null\/null 
352;Luana Castro;luanacastro@gmail.com;null;null\/null\/null 
1424;Felipe Onning;felipeonning@lockbin.com;null;null\/null\/null 
1080;Carmelo Farias;carmelofarias@outlook.com;null;null\/null\/null 
1274;Carol Gomes;carolgomes@bigstring.com;null;null\/null\/null 
3312;Petrúcia Hinkel;petrúciahinkel@bigstring.com;null;null\/null\/null 
5952;Heitor Scarione;heitorscarione@mail.aol.com;null;null\/null\/null 
658;Margarete Kamph;margaretekamph@mail.yandex.com;null;null\/null\/null 
665;Wander Cardoso;wandercardoso@mail.ru;null;null\/null\/null 
2592;Aura Junkers;aurajunkers@gmail.com;null;null\/null\/null 
1358;Venâncio Hammes;venânciohammes@yahoo.com;null;null\/null\/null 
196;Helio Grah;heliograh@outlook.com;null;null\/null\/null 
6237;Erenilda Soens;erenildasoens@outlook.com;null;null\/null\/null 
600;Brayan Gesserfilho;brayangesserfilho@globo.com;null;null\/null\/null 
7272;Iuri Sousa;iurisousa@live.com;null;null\/null\/null 
1224;Gracia Krauze;graciakrauze@inbox.com;null;null\/null\/null 
7416;Luciane Otto;lucianeotto@mail.yandex.com;null;null\/null\/null 
3744;Gilvan Justi;gilvanjusti@lockbin.com;null;null\/null\/null 
1890;Charlote Barretofilho;charlotebarretofilho@gmail.com;null;null\/null\/null 
636;Chris Pinto;chrispinto@terra.com.br;null;null\/null\/null 
2889;Paula Melo;paulamelo@lockbin.com;null;null\/null\/null 
1944;Maciel Welter;macielwelter@mail.yandex.com;null;null\/null\/null 
2616;Tunia Keppler;tuniakeppler@inbox.com;null;null\/null\/null 
330;Klaus Marian;klausmarian@outlook.com;null;null\/null\/null 
1998;Carmelo Santarita;carmelosantarita@lockbin.com;null;null\/null\/null 
2800;Carlito Hoeller;carlitohoeller@yahoo.com;null;null\/null\/null 
791;Tiana Berndt;tianaberndt@live.com;null;null\/null\/null 
2850;Nairon Reis;naironreis@tutanota.com;null;null\/null\/null 
4600;Aldete Hillebrandt;aldetehillebrandt@gmail.com;null;null\/null\/null 
5220;Homero Kaspers;homerokaspers@mail.yandex.com;null;null\/null\/null 
702;Johanes Linhares;johaneslinhares@live.com;null;null\/null\/null 
944;Badia Schlickmann;badiaschlickmann@outlook.com;null;null\/null\/null 
1904;Ursula Kalbusch;ursulakalbusch@mail.yandex.com;null;null\/null\/null 
1440;Debora Longen;deboralongen@mail.ru;null;null\/null\/null 
4840;Néia Waldrch;néiawaldrch@tutanota.com;null;null\/null\/null 
732;Samir Ramos;samirramos@bigstring.com;null;null\/null\/null 
6888;Oraides Dreer;oraidesdreer@mail.ru;null;null\/null\/null 
744;Josefina Médici;josefinamédici@outlook.com;null;null\/null\/null 
4500;Amir Beppler;amirbeppler@terra.com.br;null;null\/null\/null 
3780;Dimas Felettidesouza;dimasfelettidesouza@gmail.com;null;null\/null\/null 
7112;Fany Nack;fanynack@inbox.com;null;null\/null\/null 
6912;Aimée Barros;aiméebarros@live.com;null;null\/null\/null 
1935;Anete Widemann;anetewidemann@r7.com;null;null\/null\/null 
910;Leila Rechia;leilarechia@hotmail.com;null;null\/null\/null 
3144;Teodoro Pascal;teodoropascal@gawab.com;null;null\/null\/null 
4752;Paula Krieger;paulakrieger@inbox.com;null;null\/null\/null 
7448;Dercio Pacheco;derciopacheco@terra.com.br;null;null\/null\/null 
3350;Elias Dias;eliasdias@r7.com;null;null\/null\/null 
3240;Marilena Krieger;marilenakrieger@inbox.com;null;null\/null\/null 
816;Pia Lobo;pialobo@protonmail.com;null;null\/null\/null 
1096;Bernardo Bentodasilva;bernardobentodasilva@inbox.com;null;null\/null\/null 
5520;Alexandra Chaves;alexandrachaves@mail.ru;null;null\/null\/null 
834;Dalia Kallfelz;daliakallfelz@ig.com.br;null;null\/null\/null 
5880;Joaquim Exaltação;joaquimexaltação@r7.com;null;null\/null\/null 
5922;Paola Benke;paolabenke@mail.aol.com;null;null\/null\/null 
852;Dulcineia Schiochett;dulcineiaschiochett@protonmail.com;null;null\/null\/null 
8008;Caique Fragafilho;caiquefragafilho@globo.com;null;null\/null\/null 
5760;Matilde Kusma;matildekusma@gawab.com;null;null\/null\/null 
2320;Odorico Roberge;odoricoroberge@live.com;null;null\/null\/null 
5110;Abelardo Faller;abelardofaller@r7.com;null;null\/null\/null 
7938;Solange Ribeiropereira;solangeribeiropereira@globo.com;null;null\/null\/null 
4144;Carol Leitão;carolleitão@outlook.com;null;null\/null\/null 
8046;Cassia Maciel;cassiamaciel@gmail.com;null;null\/null\/null 
1800;Olivier Schiraus;olivierschiraus@lockbin.com;null;null\/null\/null 
4077;Marciano Kramer;marcianokramer@hotmail.com;null;null\/null\/null 
4864;Arthur Cordova;arthurcordova@gmail.com;null;null\/null\/null 
1224;Alessandro Jarratchesky;alessandrojarratchesky@r7.com;null;null\/null\/null 
1848;Wald Exaltação;waldexaltação@ig.com.br;null;null\/null\/null 
930;Emanuele Back;emanueleback@gawab.com;null;null\/null\/null 
11232;Durval Bergler;durvalbergler@mail.aol.com;null;null\/null\/null 
2826;Ligia Encarnação;ligiaencarnação@hotmail.com;null;null\/null\/null 
2844;Vasco Berndt;vascoberndt@mail.ru;null;null\/null\/null 
7791;Caio BrÜggmann;caiobrÜggmann@globo.com;null;null\/null\/null 
2400;Angela Jonkersjonckers;angelajonkersjonckers@gawab.com;null;null\/null\/null 
644;Yasson Schuhmacher;yassonschuhmacher@live.com;null;null\/null\/null 
1458;Zarifa StÜepp;zarifastÜepp@outlook.com;null;null\/null\/null 
2934;Aldo Leitão;aldoleitão@inbox.com;null;null\/null\/null 
6560;Geilsa Renken;geilsarenken@tutanota.com;null;null\/null\/null 
4455;Pedrita Barros;pedritabarros@r7.com;null;null\/null\/null 
1494;Rodney WermÖhlen;rodneywermÖhlen@mail.yandex.com;null;null\/null\/null 
2672;Aira Pellenz;airapellenz@hotmail.com;null;null\/null\/null 
2016;Inês Fellippe;inêsfellippe@zoho.com;null;null\/null\/null 
6084;Katherina Wassen;katherinawassen@inbox.com;null;null\/null\/null 
2040;Elaine BÜckler;elainebÜckler@gawab.com;null;null\/null\/null 
5985;Amalia Carvalhal;amaliacarvalhal@yahoo.com;null;null\/null\/null 
1376;Egle Carmo;eglecarmo@live.com;null;null\/null\/null 
1557;Jurema Schmidt;juremaschmidt@gmail.com;null;null\/null\/null 
9744;Thayná Esper;thaynáesper@bigstring.com;null;null\/null\/null 
3150;Marcos Parente;marcosparente@mail.ru;null;null\/null\/null 
1056;Fausto Coelho;faustocoelho@zoho.com;null;null\/null\/null 
5310;Bernadete Bolsonaro;bernadetebolsonaro@ig.com.br;null;null\/null\/null 
534;Iolanda Figo;iolandafigo@ig.com.br;null;null\/null\/null 
1074;Helga Eulina;helgaeulina@mail.aol.com;null;null\/null\/null 
6480;Petrucio Maiochi;petruciomaiochi@mail.aol.com;null;null\/null\/null 
4344;Isabel Furtado;isabelfurtado@r7.com;null;null\/null\/null 
2548;Kelly LehmkuhljÚnior;kellylehmkuhljÚnior@bigstring.com;null;null\/null\/null 
8235;Felinto Rassweiler;felintorassweiler@lockbin.com;null;null\/null\/null 
4968;Paula Hering;paulahering@r7.com;null;null\/null\/null 
5550;Heraldo Hasckel;heraldohasckel@r7.com;null;null\/null\/null 
11718;Bela Hammes;belahammes@outlook.com;null;null\/null\/null 
10472;Sibele Ramalho;sibeleramalho@mail.yandex.com;null;null\/null\/null 
12032;Abigail Costa;abigailcosta@protonmail.com;null;null\/null\/null 
2835;Elton Rahn;eltonrahn@hotmail.com;null;null\/null\/null 
3990;Jucilene Schneider;jucileneschneider@protonmail.com;null;null\/null\/null 
1146;Telcilene Zanan;telcilenezanan@lockbin.com;null;null\/null\/null 
3840;Brigite Britojr.;brigitebritojr.@r7.com;null;null\/null\/null 
6755;Lourival Castro;lourivalcastro@inbox.com;null;null\/null\/null 
194;Teodora Massa;teodoramassa@bigstring.com;null;null\/null\/null 
4680;Felipe Staloch;felipestaloch@mail.yandex.com;null;null\/null\/null 
5880;Fauzer SchÜsller;fauzerschÜsller@terra.com.br;null;null\/null\/null 
1970;Ney Schweitzer;neyschweitzer@outlook.com;null;null\/null\/null 
1782;Firmo Santos;firmosantos@globo.com;null;null\/null\/null 
14328;Jeremias Carolina;jeremiascarolina@gawab.com;null;null\/null\/null 
1400;Elisa BrÜggemann;elisabrÜggemann@zoho.com;null;null\/null\/null 
1407;Luce Popper;lucepopper@mail.yandex.com;null;null\/null\/null 
4242;Luiza Scherer;luizascherer@bigstring.com;null;null\/null\/null 
2842;Mariano Gasparoto;marianogasparoto@mail.aol.com;null;null\/null\/null 
14688;Brisa Hora;brisahora@protonmail.com;null;null\/null\/null 
11070;Charles Roza;charlesroza@live.com;null;null\/null\/null 
1442;Estela Maiochi;estelamaiochi@gawab.com;null;null\/null\/null 
2070;Doroty Fragafilho;dorotyfragafilho@zoho.com;null;null\/null\/null 
1664;Anete Bepe;anetebepe@gawab.com;null;null\/null\/null 
836;Stefania Texeira;stefaniatexeira@hotmail.com;null;null\/null\/null 
3150;Manoel Yongue;manoelyongue@ig.com.br;null;null\/null\/null 
2954;Felicio Kammer;feliciokammer@zoho.com;null;null\/null\/null 
848;Belinda Hortmann;belindahortmann@mail.yandex.com;null;null\/null\/null 
213;Zora Ehrhardt;zoraehrhardt@mail.ru;null;null\/null\/null 
9630;Alfeu Bispo;alfeubispo@protonmail.com;null;null\/null\/null 
10320;Zenaide Scheidt;zenaidescheidt@gmail.com;null;null\/null\/null 
6048;Lisley Brand;lisleybrand@mail.yandex.com;null;null\/null\/null 
1736;Vinicius Rohden;viniciusrohden@lockbin.com;null;null\/null\/null 
5232;Massimo Schwartz;massimoschwartz@live.com;null;null\/null\/null 
6132;Cleopatra Pimenta;cleopatrapimenta@yahoo.com;null;null\/null\/null 
1320;Luiza Stupp;luizastupp@yahoo.com;null;null\/null\/null 
9282;Marcia Reitz;marciareitz@tutanota.com;null;null\/null\/null 
222;Yanna Roza;yannaroza@terra.com.br;null;null\/null\/null 
2007;Eduardo Carapunarlo;eduardocarapunarlo@mail.aol.com;null;null\/null\/null 
14112;Sibele Santarittaneto;sibelesantarittaneto@inbox.com;null;null\/null\/null 
7200;Olivier Kipfer;olivierkipfer@outlook.com;null;null\/null\/null 
6780;Mantovaine Hassmann;mantovainehassmann@gawab.com;null;null\/null\/null 
2043;Teodoro Gerent;teodorogerent@zoho.com;null;null\/null\/null 
8208;Anibal Schuhmacher;anibalschuhmacher@gawab.com;null;null\/null\/null 
1374;Marilda França;marildafrança@zoho.com;null;null\/null\/null 
1380;Percival Boaventura;percivalboaventura@inbox.com;null;null\/null\/null 
2079;Cirilo Evangelista;ciriloevangelista@mail.ru;null;null\/null\/null 
2088;Adeilce Schuch;adeilceschuch@gmail.com;null;null\/null\/null 
14912;Aurelio SensjÚnior;aureliosensjÚnior@bigstring.com;null;null\/null\/null 
12636;Eva Papanicolau;evapapanicolau@terra.com.br;null;null\/null\/null 
940;Lineu Rosa;lineurosa@mail.aol.com;null;null\/null\/null 
11564;Ester Alflen;esteralflen@outlook.com;null;null\/null\/null 
8295;Diego Bernardes;diegobernardes@mail.yandex.com;null;null\/null\/null 
3808;Cristian Desconhecido;cristiandesconhecido@live.com;null;null\/null\/null 
478;Fabiane Minich;fabianeminich@yahoo.com;null;null\/null\/null 
2880;Marina Mattos;marinamattos@globo.com;null;null\/null\/null 
3615;Alécya Barreto;alécyabarreto@lockbin.com;null;null\/null\/null 
5082;Louise Stachinski;louisestachinski@lockbin.com;null;null\/null\/null 
729;Conceição Pessoa;conceiçãopessoa@inbox.com;null;null\/null\/null 
2196;Antero Manarchi;anteromanarchi@bigstring.com;null;null\/null\/null 
1960;Elke Timmler;elketimmler@mail.ru;null;null\/null\/null 
11070;Alba Bernardes;albabernardes@mail.ru;null;null\/null\/null 
1482;Cacilda Leitão;cacildaleitão@inbox.com;null;null\/null\/null 
248;Caiã Seixas;caiãseixas@live.com;null;null\/null\/null 
996;Fabio DellÊnetto;fabiodellÊnetto@gmail.com;null;null\/null\/null 
13500;Benito Ferreira;benitoferreira@yahoo.com;null;null\/null\/null 
7530;Theophilo Feider;theophilofeider@mail.ru;null;null\/null\/null 
2520;Giacomo Fritzen;giacomofritzen@mail.ru;null;null\/null\/null 
9108;Elvira Alfaro;elviraalfaro@hotmail.com;null;null\/null\/null 
10668;Silmara Fagundes;silmarafagundes@r7.com;null;null\/null\/null 
10200;Ícaro Schmitt;Ícaroschmitt@lockbin.com;null;null\/null\/null 
2048;Gilda Bastos;gildabastos@outlook.com;null;null\/null\/null 
1799;Ludicea Costafilho;ludiceacostafilho@live.com;null;null\/null\/null 
1806;Araci Amorim;araciamorim@tutanota.com;null;null\/null\/null 
7252;Dafnee Malta;dafneemalta@mail.ru;null;null\/null\/null 
520;Raissa Freyn;raissafreyn@zoho.com;null;null\/null\/null 
2349;Geraldo Giacomelli;geraldogiacomelli@ig.com.br;null;null\/null\/null 
5502;Stephanie Volpi;stephanievolpi@zoho.com;null;null\/null\/null 
6575;Carol Lewen;carollewen@gmail.com;null;null\/null\/null 
16632;Berta Britojr.;bertabritojr.@lockbin.com;null;null\/null\/null 
265;Juscelino Bastos;juscelinobastos@gawab.com;null;null\/null\/null 
1064;Otelo MÖss;otelomÖss@hotmail.com;null;null\/null\/null 
3738;Rubens Nascimento;rubensnascimento@ig.com.br;null;null\/null\/null 
268;Edimercia Juttel;edimerciajuttel@mail.yandex.com;null;null\/null\/null 
538;Sabine Kocian;sabinekocian@ig.com.br;null;null\/null\/null 
5670;Kleiton Kaspers;kleitonkaspers@yahoo.com;null;null\/null\/null 
1355;Katherina Detzel;katherinadetzel@mail.yandex.com;null;null\/null\/null 
6528;Amin Ottiquir;aminottiquir@outlook.com;null;null\/null\/null 
10920;Jennifer Beretta;jenniferberetta@lockbin.com;null;null\/null\/null 
822;Vivaldo Kuessner;vivaldokuessner@terra.com.br;null;null\/null\/null 
2475;David ParedesjÚnior;davidparedesjÚnior@gmail.com;null;null\/null\/null 
5520;Livio Amorim;livioamorim@lockbin.com;null;null\/null\/null 
1662;Lolita Buhrbrinker;lolitabuhrbrinker@outlook.com;null;null\/null\/null 
17514;Umbelino Dama;umbelinodama@tutanota.com;null;null\/null\/null 
3348;Martin DamÁsio;martindamÁsio@mail.aol.com;null;null\/null\/null 
10080;Frederico Alves;fredericoalves@bigstring.com;null;null\/null\/null 
5058;Alan Valim;alanvalim@lockbin.com;null;null\/null\/null 
3948;Elida Gonçalves;elidagonçalves@mail.ru;null;null\/null\/null 
9905;Juscelino Rech;juscelinorech@mail.yandex.com;null;null\/null\/null 
11360;Renato Coutinho;renatocoutinho@mail.aol.com;null;null\/null\/null 
1140;Ozeias Valer;ozeiasvaler@inbox.com;null;null\/null\/null 
20592;Fenicia DamÁsio;feniciadamÁsio@bigstring.com;null;null\/null\/null 
2296;Orfeu Schiapati;orfeuschiapati@mail.yandex.com;null;null\/null\/null 
5760;Yuri Voltolini;yurivoltolini@terra.com.br;null;null\/null\/null 
14161;Dirceu Becher;dirceubecher@mail.ru;null;null\/null\/null 
7250;Antonio Vilela;antoniovilela@inbox.com;null;null\/null\/null 
5238;Iracema Junckes;iracemajunckes@bigstring.com;null;null\/null\/null 
2920;Jesus Kavaco;jesuskavaco@mail.aol.com;null;null\/null\/null 
13185;Umberto Kopich;umbertokopich@hotmail.com;null;null\/null\/null 
4704;Rogerio Abueear;rogerioabueear@r7.com;null;null\/null\/null 
8850;Nair Porto;nairporto@lockbin.com;null;null\/null\/null 
4440;Tarcisio Ferraz;tarcisioferraz@hotmail.com;null;null\/null\/null 
4752;Fabrícia Wilwert;fabríciawilwert@inbox.com;null;null\/null\/null 
6258;Milene Aragão;milenearagão@mail.yandex.com;null;null\/null\/null 
6279;Lucivane Amaral;lucivaneamaral@hotmail.com;null;null\/null\/null 
7500;Imaculada Meurer;imaculadameurer@lockbin.com;null;null\/null\/null 
6020;Zenilde Klasen;zenildeklasen@bigstring.com;null;null\/null\/null 
4530;Cécil Cunha;cécilcunha@bigstring.com;null;null\/null\/null 
4848;Zenir Bortolon;zenirbortolon@gmail.com;null;null\/null\/null 
1824;Martina Ottiquir;martinaottiquir@live.com;null;null\/null\/null 
12810;Dinorah Batista;dinorahbatista@globo.com;null;null\/null\/null 
14688;Jaqueline Bado;jaquelinebado@gawab.com;null;null\/null\/null 
2763;Alcir Figueiroa;alcirfigueiroa@mail.aol.com;null;null\/null\/null 
1848;Giulliane Jendigk;giullianejendigk@r7.com;null;null\/null\/null 
12978;América Haskel;américahaskel@mail.aol.com;null;null\/null\/null 
19530;Almir Fila;almirfila@zoho.com;null;null\/null\/null 
3732;Debora Junqueira;deborajunqueira@gmail.com;null;null\/null\/null 
1560;Dalita Carioni;dalitacarioni@globo.com;null;null\/null\/null 
7512;Leonardo Koch;leonardokoch@tutanota.com;null;null\/null\/null 
1570;Pedro Hang;pedrohang@protonmail.com;null;null\/null\/null 
7875;Inacio Marquez;inaciomarquez@lockbin.com;null;null\/null\/null 
10112;Otavio ScarionejÚnior;otavioscarionejÚnior@tutanota.com;null;null\/null\/null 
7608;Bonifácio Bado;bonifáciobado@protonmail.com;null;null\/null\/null 
6678;Jairo Yongue;jairoyongue@hotmail.com;null;null\/null\/null 
7656;Marciano Nantes;marcianonantes@r7.com;null;null\/null\/null 
2560;Alcina Kniss;alcinakniss@mail.yandex.com;null;null\/null\/null 
15729;Luzia Vasconcelos;luziavasconcelos@tutanota.com;null;null\/null\/null 
6762;Noemia Doerner;noemiadoerner@gawab.com;null;null\/null\/null 
12920;Ruth Bastos;ruthbastos@mail.aol.com;null;null\/null\/null 
2916;Kristen Pimentel;kristenpimentel@live.com;null;null\/null\/null 
23400;Alexsander Bado;alexsanderbado@outlook.com;null;null\/null\/null 
11410;Luana Chaplin;luanachaplin@mail.ru;null;null\/null\/null 
327;Bianca Galvão;biancagalvão@mail.yandex.com;null;null\/null\/null 
17712;Aécio Parente;aécioparente@mail.yandex.com;null;null\/null\/null 
20727;Josué Anchieta;josuéanchieta@zoho.com;null;null\/null\/null 
1980;Milton Zirchen;miltonzirchen@yahoo.com;null;null\/null\/null 
8937;Marta Ruzinsky;martaruzinsky@zoho.com;null;null\/null\/null 
11952;Tarcisio Gouveia;tarcisiogouveia@terra.com.br;null;null\/null\/null 
11655;Augusta Scheinberg;augustascheinberg@bigstring.com;null;null\/null\/null 
4676;Elisabeth Gilz;elisabethgilz@mail.ru;null;null\/null\/null 
10720;Raquel Medeiros;raquelmedeiros@inbox.com;null;null\/null\/null 
4032;Reginaldo Voytena;reginaldovoytena@mail.yandex.com;null;null\/null\/null 
7077;Gerd Mertes;gerdmertes@lockbin.com;null;null\/null\/null 
27378;Vitoria Juttel;vitoriajuttel@terra.com.br;null;null\/null\/null 
18984;Juliana Kremmer;julianakremmer@globo.com;null;null\/null\/null 
2040;Carlito Pascoal;carlitopascoal@protonmail.com;null;null\/null\/null 
24552;Luciane Carraro;lucianecarraro@mail.ru;null;null\/null\/null 
5130;Anastácia Muniz;anastáciamuniz@r7.com;null;null\/null\/null 
2401;Lucas Venturi;lucasventuri@live.com;null;null\/null\/null 
1376;Laylla Nascimento;layllanascimento@outlook.com;null;null\/null\/null 
1725;Marina Wolf;marinawolf@globo.com;null;null\/null\/null 
9688;Gesualdo Paiva;gesualdopaiva@hotmail.com;null;null\/null\/null 
8328;Isolda Antunes;isoldaantunes@gawab.com;null;null\/null\/null 
12180;Cacilda Milacci;cacildamilacci@terra.com.br;null;null\/null\/null 
6282;Rebeca Wolf;rebecawolf@ig.com.br;null;null\/null\/null 
2100;Filomena FranÇa;filomenafranÇa@hotmail.com;null;null\/null\/null 
5265;Arlette Pensamento;arlettepensamento@r7.com;null;null\/null\/null 
2816;Yanna Sensneto;yannasensneto@outlook.com;null;null\/null\/null 
8472;Honorio Drosda;honoriodrosda@gmail.com;null;null\/null\/null 
5664;Orides Biankm;oridesbiankm@r7.com;null;null\/null\/null 
9940;Aisla Schaffer;aislaschaffer@lockbin.com;null;null\/null\/null 
4272;Ícaro Lansnaster;Ícarolansnaster@r7.com;null;null\/null\/null 
12495;Hanna Stuart;hannastuart@terra.com.br;null;null\/null\/null 
1790;Jeane Marchiniak;jeanemarchiniak@terra.com.br;null;null\/null\/null 
8616;Felicio Knoll;felicioknoll@outlook.com;null;null\/null\/null 
3240;Glaucia Azeredo;glauciaazeredo@ig.com.br;null;null\/null\/null 
1083;Betina Peçanha;betinapeçanha@yahoo.com;null;null\/null\/null 
2534;Mara Fachini;marafachini@globo.com;null;null\/null\/null 
11616;Marilda SchÜtz;marildaschÜtz@r7.com;null;null\/null\/null 
12740;Celso Peres;celsoperes@r7.com;null;null\/null\/null 
3285;Louise Jochem;louisejochem@globo.com;null;null\/null\/null 
2562;Yasmin Figo;yasminfigo@gmail.com;null;null\/null\/null 
1101;Olga Nienchotter;olganienchotter@inbox.com;null;null\/null\/null 
5152;Lucas Gocks;lucasgocks@live.com;null;null\/null\/null 
1845;Moises Iadocicco;moisesiadocicco@gawab.com;null;null\/null\/null 
7400;Aline Azeredo;alineazeredo@bigstring.com;null;null\/null\/null 
30051;Gian Oliveira;gianoliveira@bigstring.com;null;null\/null\/null 
17856;Próspera Mattes;prósperamattes@outlook.com;null;null\/null\/null 
13428;Andrew Freire;andrewfreire@yahoo.com;null;null\/null\/null 
